Symbol,Stock Name,Sector,Exchange,Market Cap,PE,Stock URL
MUNJALSHOW,Munjal Showa,Auto ancillary,NSE,555,19.22,https://zerodha.com/markets/stocks/NSE/MUNJALSHOW/
URAVIDEF,Uravi Defence&Tech.,Auto ancillary,NSE,536,300.25,https://zerodha.com/markets/stocks/NSE/URAVIDEF/
REMSONSIND,Remsons Inds,Auto ancillary,BSE,451,31.39,https://zerodha.com/markets/stocks/BSE/REMSONSIND/
SHIVAMAUTO,Shivam Autotech,Auto ancillary,BSE,402,--,https://zerodha.com/markets/stocks/BSE/SHIVAMAUTO/
WARDINMOBI,Wardwizard Innovat.,Auto ancillary,BSE,390,61.39,https://zerodha.com/markets/stocks/BSE/WARDINMOBI/
AUTOIND,Autoline Inds,Auto ancillary,NSE,354,19.91,https://zerodha.com/markets/stocks/NSE/AUTOIND/
NIPPOBATRY,Indo-National,Auto ancillary,BSE,351,2.83,https://zerodha.com/markets/stocks/BSE/NIPPOBATRY/
SINTERCOM,Sintercom India,Auto ancillary,NSE,345,517.17,https://zerodha.com/markets/stocks/NSE/SINTERCOM/
UCAL,UCAL,Auto ancillary,NSE,337,--,https://zerodha.com/markets/stocks/NSE/UCAL/
TRITONV,Triton Valves,Auto ancillary,BSE,332,64.94,https://zerodha.com/markets/stocks/BSE/TRITONV/
PPAP,PPAP Automotive,Auto ancillary,NSE,325,46.43,https://zerodha.com/markets/stocks/NSE/PPAP/
SUNDRMBRAK,Sundaram BrakeLining,Auto ancillary,NSE,312,60.28,https://zerodha.com/markets/stocks/NSE/SUNDRMBRAK/
WAAREE,Waaree Technologies,Auto ancillary,BSE,311,--,https://zerodha.com/markets/stocks/BSE/WAAREE/
MENNPIS,Menon Pistons,Auto ancillary,BSE,311,13.05,https://zerodha.com/markets/stocks/BSE/MENNPIS/
TALBROSENG,Talbros Engineering,Auto ancillary,BSE,296,14.69,https://zerodha.com/markets/stocks/BSE/TALBROSENG/
LAKHNNATNL,Panasonic Energy Ind,Auto ancillary,BSE,289,24.58,https://zerodha.com/markets/stocks/BSE/LAKHNNATNL/
MAXVOLT,Maxvolt Energy Indus,Auto ancillary,NSE,260,25.71,https://zerodha.com/markets/stocks/NSE/MAXVOLT/
COMPEAU,Competent Auto,Auto ancillary,BSE,251,11.66,https://zerodha.com/markets/stocks/BSE/COMPEAU/
JAYUSH,Jay Ushin,Auto ancillary,BSE,240,19.58,https://zerodha.com/markets/stocks/BSE/JAYUSH/
SETCO,Setco Automotive,Auto ancillary,BSE,234,--,https://zerodha.com/markets/stocks/BSE/SETCO/
GOLDSTAR,Goldstar Power,Auto ancillary,NSE,230,100.82,https://zerodha.com/markets/stocks/NSE/GOLDSTAR/
PRITIKA,Pritika Engg. Compnt,Auto ancillary,NSE,224,39.02,https://zerodha.com/markets/stocks/NSE/PRITIKA/
ETML,Emerald Tyre Manufac,Auto ancillary,NSE,223,21.34,https://zerodha.com/markets/stocks/NSE/ETML/
HIMTEK,Him Teknoforge,Auto ancillary,BSE,216,22.12,https://zerodha.com/markets/stocks/BSE/HIMTEK/
IPRINGLTD,IP Rings,Auto ancillary,BSE,182,--,https://zerodha.com/markets/stocks/BSE/IPRINGLTD/
EMMFORCE,Emmforce Autotech,Auto ancillary,BSE,181,22.38,https://zerodha.com/markets/stocks/BSE/EMMFORCE/
TUNWAL,Tunwal E-Motors,Auto ancillary,NSE,180,15.18,https://zerodha.com/markets/stocks/NSE/TUNWAL/
AAIL,Akar Auto Industries,Auto ancillary,BSE,178,27.55,https://zerodha.com/markets/stocks/BSE/AAIL/
MACPLASQ,Machino Plastics,Auto ancillary,BSE,168,19.69,https://zerodha.com/markets/stocks/BSE/MACPLASQ/
ATCENERGY,ATC Energies System,Auto ancillary,NSE,162,14.23,https://zerodha.com/markets/stocks/NSE/ATCENERGY/
HINDHARD,Hind Hardy,Auto ancillary,BSE,160,24.35,https://zerodha.com/markets/stocks/BSE/HINDHARD/
SHIGAN,Shigan Quantum Tech.,Auto ancillary,NSE,158,18.07,https://zerodha.com/markets/stocks/NSE/SHIGAN/
SAMKRG,Samkrg Pistons&Rings,Auto ancillary,BSE,136,23.1,https://zerodha.com/markets/stocks/BSE/SAMKRG/
BHARATGEAR,Bharat Gears,Auto ancillary,BSE,136,42.5,https://zerodha.com/markets/stocks/BSE/BHARATGEAR/
SWANAGRO,New Swan Multitech,Auto ancillary,BSE,131,11.34,https://zerodha.com/markets/stocks/BSE/SWANAGRO/
SALAUTO,Sal Automotive,Auto ancillary,BSE,129,23.84,https://zerodha.com/markets/stocks/BSE/SALAUTO/
KRANTI,Kranti Industries,Auto ancillary,BSE,113,--,https://zerodha.com/markets/stocks/BSE/KRANTI/
DELTIC,Delta Autocorp,Auto ancillary,NSE,101,12.03,https://zerodha.com/markets/stocks/NSE/DELTIC/
ITTL,Innovative Tyres,Auto ancillary,NSE,93,2.7,https://zerodha.com/markets/stocks/NSE/ITTL/
PORWAL,Porwal AutoComponent,Auto ancillary,BSE,78,482.17,https://zerodha.com/markets/stocks/BSE/PORWAL/
SEL,Supertech EV,Auto ancillary,BSE,70,14.51,https://zerodha.com/markets/stocks/BSE/SEL/
VIAZ,Viaz Tyres,Auto ancillary,NSE,67,20.17,https://zerodha.com/markets/stocks/NSE/VIAZ/
PREMIUM,Premium Plast,Auto ancillary,NSE,67,14,https://zerodha.com/markets/stocks/NSE/PREMIUM/
KRYPTONQ,Krypton Industries,Auto ancillary,BSE,66,168.81,https://zerodha.com/markets/stocks/BSE/KRYPTONQ/
AUTOPINS,Auto Pins,Auto ancillary,BSE,59,177.47,https://zerodha.com/markets/stocks/BSE/AUTOPINS/
JAGANLAM,Jagan Lamps,Auto ancillary,BSE,59,20.82,https://zerodha.com/markets/stocks/BSE/JAGANLAM/
RASANDIK,Rasandik Engg.,Auto ancillary,BSE,55,--,https://zerodha.com/markets/stocks/BSE/RASANDIK/
GSAUTO,GS Auto Intl.,Auto ancillary,BSE,53,37.19,https://zerodha.com/markets/stocks/BSE/GSAUTO/
ASLIND,ASL Industries,Auto ancillary,NSE,48,560.83,https://zerodha.com/markets/stocks/NSE/ASLIND/
SMAUTO,SM Auto Stamping,Auto ancillary,BSE,39,12.47,https://zerodha.com/markets/stocks/BSE/SMAUTO/
MANDEEP,Mandeep Auto Indust,Auto ancillary,NSE,28,20.18,https://zerodha.com/markets/stocks/NSE/MANDEEP/
BIKEWO,Bikewo Green Tech,Auto ancillary,NSE,26,39.19,https://zerodha.com/markets/stocks/NSE/BIKEWO/
SIBARAUT,Sibar Auto parts,Auto ancillary,BSE,17,--,https://zerodha.com/markets/stocks/BSE/SIBARAUT/
RAL,Resourceful Auto.,Auto ancillary,BSE,16,12.75,https://zerodha.com/markets/stocks/BSE/RAL/
NAKSH,Naksh Precious Metal,Auto ancillary,BSE,7,15.9,https://zerodha.com/markets/stocks/BSE/NAKSH/
SPECTRA,Spectra Industries,Auto ancillary,BSE,3,--,https://zerodha.com/markets/stocks/BSE/SPECTRA/
INRADIA,India Radiators,Auto ancillary,BSE,1,--,https://zerodha.com/markets/stocks/BSE/INRADIA/
INDIGO,Interglobe Aviation,Aviation,NSE,"2,24,252",30.9,https://zerodha.com/markets/stocks/NSE/INDIGO/
GMRAIRPORT,GMR Airports,Aviation,NSE,"96,330",--,https://zerodha.com/markets/stocks/NSE/GMRAIRPORT/
SPICEJET,SpiceJet,Aviation,BSE,"5,413",86.24,https://zerodha.com/markets/stocks/BSE/SPICEJET/
TANEJAERO,Taneja Aerospace,Aviation,BSE,"1,236",68.35,https://zerodha.com/markets/stocks/BSE/TANEJAERO/
TAALENT,TAAL Enterprises,Aviation,BSE,"1,077",22.07,https://zerodha.com/markets/stocks/BSE/TAALENT/
DREAMFOLKS,Dreamfolks Services,Aviation,NSE,942,14.4,https://zerodha.com/markets/stocks/NSE/DREAMFOLKS/
GLOBALVECT,Global Vectra Helico,Aviation,NSE,355,--,https://zerodha.com/markets/stocks/NSE/GLOBALVECT/
ULTRACEMCO,Ultratech Cement,Building materials,NSE,"3,66,685",60.72,https://zerodha.com/markets/stocks/NSE/ULTRACEMCO/
ASIANPAINT,Asian Paints,Building materials,NSE,"2,38,322",64.99,https://zerodha.com/markets/stocks/NSE/ASIANPAINT/
AMBUJACEM,Ambuja Cement,Building materials,NSE,"1,45,669",34.95,https://zerodha.com/markets/stocks/NSE/AMBUJACEM/
SHREECEM,Shree Cement,Building materials,NSE,"1,12,920",100.57,https://zerodha.com/markets/stocks/NSE/SHREECEM/
BERGEPAINT,Berger Paints India,Building materials,NSE,"67,890",57.51,https://zerodha.com/markets/stocks/NSE/BERGEPAINT/
JKCEMENT,JK Cement,Building materials,NSE,"48,705",56.56,https://zerodha.com/markets/stocks/NSE/JKCEMENT/
DALBHARAT,Dalmia Bharat,Building materials,NSE,"40,360",59.09,https://zerodha.com/markets/stocks/NSE/DALBHARAT/
ACC,ACC,Building materials,NSE,"37,166",15.47,https://zerodha.com/markets/stocks/NSE/ACC/
RAMCOCEM,The Ramco Cements,Building materials,NSE,"25,957",95.2,https://zerodha.com/markets/stocks/NSE/RAMCOCEM/
KANSAINER,Kansai Nerolac Paint,Building materials,NSE,"20,224",17.69,https://zerodha.com/markets/stocks/NSE/KANSAINER/
ASAHIINDIA,Asahi India Glass,Building materials,NSE,"19,786",53.29,https://zerodha.com/markets/stocks/NSE/ASAHIINDIA/
KAJARIACER,Kajaria Ceramics,Building materials,NSE,"18,601",63.19,https://zerodha.com/markets/stocks/NSE/KAJARIACER/
AKZOINDIA,Akzo Nobel India,Building materials,NSE,"16,796",39.11,https://zerodha.com/markets/stocks/NSE/AKZOINDIA/
NUVOCO,Nuvoco Vistas Corpor,Building materials,NSE,"12,847",588.23,https://zerodha.com/markets/stocks/NSE/NUVOCO/
JKLAKSHMI,JK Lakshmi Cement,Building materials,NSE,"11,528",38.52,https://zerodha.com/markets/stocks/NSE/JKLAKSHMI/
INDIACEM,India Cements,Building materials,NSE,"10,805",--,https://zerodha.com/markets/stocks/NSE/INDIACEM/
CERA,Cera Sanitaryware,Building materials,NSE,"8,729",35.41,https://zerodha.com/markets/stocks/NSE/CERA/
STARCEMENT,Star Cement,Building materials,NSE,"8,601",50.89,https://zerodha.com/markets/stocks/NSE/STARCEMENT/
PRSMJOHNSN,Prism Johnson,Building materials,NSE,"7,890",98.71,https://zerodha.com/markets/stocks/NSE/PRSMJOHNSN/
BORORENEW,Borosil Renewables,Building materials,BSE,"6,824",--,https://zerodha.com/markets/stocks/BSE/BORORENEW/
GREENLAM,Greenlam Industries,Building materials,NSE,"6,076",87.19,https://zerodha.com/markets/stocks/NSE/GREENLAM/
INDIGOPNTS,Indigo Paints,Building materials,NSE,"5,714",40.31,https://zerodha.com/markets/stocks/NSE/INDIGOPNTS/
ORIENTCEM,Orient Cement,Building materials,NSE,"4,818",52.8,https://zerodha.com/markets/stocks/NSE/ORIENTCEM/
HEIDELBERG,Heidelberg Cement,Building materials,NSE,"4,792",44.89,https://zerodha.com/markets/stocks/NSE/HEIDELBERG/
NITCO,Nitco,Building materials,NSE,"3,415",--,https://zerodha.com/markets/stocks/NSE/NITCO/
POKARNA,Pokarna,Building materials,BSE,"3,221",17.17,https://zerodha.com/markets/stocks/BSE/POKARNA/
SAGCEM,Sagar Cements,Building materials,BSE,"3,213",--,https://zerodha.com/markets/stocks/BSE/SAGCEM/
LAOPALA,La Opala R G,Building materials,NSE,"2,804",29.04,https://zerodha.com/markets/stocks/NSE/LAOPALA/
STYLAMIND,Stylam Industries,Building materials,BSE,"2,762",22.66,https://zerodha.com/markets/stocks/BSE/STYLAMIND/
KCP,KCP,Building materials,NSE,"2,624",17.84,https://zerodha.com/markets/stocks/NSE/KCP/
RAMCOIND,Ramco Inds.,Building materials,NSE,"2,486",13.74,https://zerodha.com/markets/stocks/NSE/RAMCOIND/
SOMANYCERA,Somany Ceramics,Building materials,NSE,"2,394",39.86,https://zerodha.com/markets/stocks/NSE/SOMANYCERA/
MANGLMCEM,Mangalam Cement,Building materials,NSE,"2,075",46.06,https://zerodha.com/markets/stocks/NSE/MANGLMCEM/
UDAICEMENT,Udaipur Cement Works,Building materials,BSE,"1,942",192.49,https://zerodha.com/markets/stocks/BSE/UDAICEMENT/
BIRLANU,BirlaNu,Building materials,NSE,"1,749",--,https://zerodha.com/markets/stocks/NSE/BIRLANU/
SANGHIIND,Sanghi Industries,Building materials,NSE,"1,710",--,https://zerodha.com/markets/stocks/NSE/SANGHIIND/
DECCANCE,Deccan Cements,Building materials,NSE,"1,229",163.14,https://zerodha.com/markets/stocks/NSE/DECCANCE/
SHIVACEM,Shiva Cement,Building materials,BSE,"1,195",--,https://zerodha.com/markets/stocks/BSE/SHIVACEM/
SHREDIGCEM,Shree DigvijayCement,Building materials,BSE,"1,153",45.79,https://zerodha.com/markets/stocks/BSE/SHREDIGCEM/
MIDWEST,Midwest Gold,Building materials,BSE,"1,124",--,https://zerodha.com/markets/stocks/BSE/MIDWEST/
NCLIND,NCL Industries,Building materials,NSE,"1,026",40.72,https://zerodha.com/markets/stocks/NSE/NCLIND/
SAURASHCEM,Saurashtra Cement,Building materials,BSE,"1,009",144.56,https://zerodha.com/markets/stocks/BSE/SAURASHCEM/
ASIANTILES,Asian Granito India,Building materials,BSE,940,34.14,https://zerodha.com/markets/stocks/BSE/ASIANTILES/
EVERESTIND,Everest Industries,Building materials,NSE,878,--,https://zerodha.com/markets/stocks/NSE/EVERESTIND/
SAFEENTP,Safe Enterprises,Building materials,NSE,851,--,https://zerodha.com/markets/stocks/NSE/SAFEENTP/
RUSHIL,Rushil Decor,Building materials,NSE,826,17.1,https://zerodha.com/markets/stocks/NSE/RUSHIL/
SHALPAINTS,Shalimar Paints,Building materials,NSE,803,--,https://zerodha.com/markets/stocks/NSE/SHALPAINTS/
VISAKAIND,Visaka Inds.,Building materials,NSE,760,--,https://zerodha.com/markets/stocks/NSE/VISAKAIND/
EMPIND,Empire Inds,Building materials,BSE,646,18.75,https://zerodha.com/markets/stocks/BSE/EMPIND/
ACL,Andhra Cements,Building materials,BSE,616,--,https://zerodha.com/markets/stocks/BSE/ACL/
HALDYNGL,Haldyn Glass,Building materials,BSE,583,30.99,https://zerodha.com/markets/stocks/BSE/HALDYNGL/
SEJALLTD,Sejal Glass,Building materials,NSE,490,44.69,https://zerodha.com/markets/stocks/NSE/SEJALLTD/
GSLSU,Global Surfaces,Building materials,NSE,482,--,https://zerodha.com/markets/stocks/NSE/GSLSU/
ORIENTBELL,Orient Bell,Building materials,NSE,451,158.55,https://zerodha.com/markets/stocks/NSE/ORIENTBELL/
APCL,Anjani Portland Cem.,Building materials,BSE,420,--,https://zerodha.com/markets/stocks/BSE/APCL/
EXXARO,Exxaro Tiles,Building materials,NSE,418,--,https://zerodha.com/markets/stocks/NSE/EXXARO/
INM,Interiors & More,Building materials,NSE,350,29.22,https://zerodha.com/markets/stocks/NSE/INM/
SAHYADRI,Sahyadri Industries,Building materials,NSE,329,16.9,https://zerodha.com/markets/stocks/NSE/SAHYADRI/
ASOCSTONE,ASI Industries,Building materials,BSE,307,12.07,https://zerodha.com/markets/stocks/BSE/ASOCSTONE/
MURUDCERA,Murudeshwar Ceramics,Building materials,NSE,283,28.79,https://zerodha.com/markets/stocks/NSE/MURUDCERA/
SKCIL,Shri Keshav Cements,Building materials,BSE,266,--,https://zerodha.com/markets/stocks/BSE/SKCIL/
ESPRIT,Esprit Stones,Building materials,NSE,231,14.75,https://zerodha.com/markets/stocks/NSE/ESPRIT/
AGARWALTUF,Agarwal Tough,Building materials,NSE,217,14.33,https://zerodha.com/markets/stocks/NSE/AGARWALTUF/
DUCOL,Ducol Organic&Colour,Building materials,NSE,204,44.02,https://zerodha.com/markets/stocks/NSE/DUCOL/
KEIL,Kanoria Enr & Infra.,Building materials,BSE,198,55.69,https://zerodha.com/markets/stocks/BSE/KEIL/
AIROLAM,Airo Lam,Building materials,NSE,165,61.16,https://zerodha.com/markets/stocks/NSE/AIROLAM/
MDL,Marvel Decor,Building materials,NSE,161,42.19,https://zerodha.com/markets/stocks/NSE/MDL/
KESORAMIND,Kesoram Industries,Building materials,BSE,160,0.03,https://zerodha.com/markets/stocks/BSE/KESORAMIND/
PACIFICIND,Pacific Industries,Building materials,BSE,153,19.99,https://zerodha.com/markets/stocks/BSE/PACIFICIND/
HINDNATGLS,Hind National Glass,Building materials,NSE,148,5.69,https://zerodha.com/markets/stocks/NSE/HINDNATGLS/
PANYAMCEM,Panyam Cement&Minera,Building materials,BSE,140,--,https://zerodha.com/markets/stocks/BSE/PANYAMCEM/
WIPL,The Western Indian,Building materials,NSE,137,49.08,https://zerodha.com/markets/stocks/NSE/WIPL/
KAKATCEM,Kakatiya Cemen Sugar,Building materials,NSE,125,--,https://zerodha.com/markets/stocks/NSE/KAKATCEM/
REGENCERAM,Regency Ceramics,Building materials,NSE,105,46.67,https://zerodha.com/markets/stocks/NSE/REGENCERAM/
ORIENTALTL,Oriental Trimex,Building materials,NSE,104,12.17,https://zerodha.com/markets/stocks/NSE/ORIENTALTL/
RETINA,Retina Paints,Building materials,BSE,92,70.4,https://zerodha.com/markets/stocks/BSE/RETINA/
BVCL,Barak Valley Cements,Building materials,NSE,82,15.88,https://zerodha.com/markets/stocks/NSE/BVCL/
BANARBEADS,Banaras Beads,Building materials,BSE,79,25.71,https://zerodha.com/markets/stocks/BSE/BANARBEADS/
ELEMARB,Elegant Marbles&Gran,Building materials,BSE,74,15.75,https://zerodha.com/markets/stocks/BSE/ELEMARB/
GANGABATH,Ganga Bath Fittings,Building materials,NSE,72,20.15,https://zerodha.com/markets/stocks/NSE/GANGABATH/
RESTILE,Restile Ceramics,Building materials,BSE,71,--,https://zerodha.com/markets/stocks/BSE/RESTILE/
DIVSHKT,Divyashakti,Building materials,BSE,69,27.07,https://zerodha.com/markets/stocks/BSE/DIVSHKT/
LEXUS,Lexus Granito (I),Building materials,NSE,66,--,https://zerodha.com/markets/stocks/NSE/LEXUS/
DURLAX,Durlax Top Surface,Building materials,NSE,66,8.78,https://zerodha.com/markets/stocks/NSE/DURLAX/
KEERTHI,Keerthi Industries,Building materials,BSE,61,--,https://zerodha.com/markets/stocks/BSE/KEERTHI/
AROGRANITE,Aro Granite,Building materials,NSE,61,--,https://zerodha.com/markets/stocks/NSE/AROGRANITE/
BHEEMACEM,Bheema Cements,Building materials,BSE,53,--,https://zerodha.com/markets/stocks/BSE/BHEEMACEM/
MILTON,Milton Industries,Building materials,NSE,49,41.03,https://zerodha.com/markets/stocks/NSE/MILTON/
HEMACEM,Hemadri Cements,Building materials,BSE,44,--,https://zerodha.com/markets/stocks/BSE/HEMACEM/
RALEGRA,Ravileela Granites,Building materials,BSE,42,--,https://zerodha.com/markets/stocks/BSE/RALEGRA/
MADHAV,Madhav Marbles&Gran.,Building materials,NSE,41,--,https://zerodha.com/markets/stocks/NSE/MADHAV/
ALFAICA,Alfa Ica (India),Building materials,BSE,39,27.21,https://zerodha.com/markets/stocks/BSE/ALFAICA/
SRICC,Srichakra Cement,Building materials,BSE,38,--,https://zerodha.com/markets/stocks/BSE/SRICC/
INANI,Inani Marbles & Inds,Building materials,BSE,36,50.73,https://zerodha.com/markets/stocks/BSE/INANI/
DECOMIC,Deco-Mica,Building materials,BSE,31,15.98,https://zerodha.com/markets/stocks/BSE/DECOMIC/
SHIVAEXPO,Shiva Granito Export,Building materials,BSE,28,--,https://zerodha.com/markets/stocks/BSE/SHIVAEXPO/
SCTL,Suncare Traders,Building materials,BSE,23,39.49,https://zerodha.com/markets/stocks/BSE/SCTL/
GLITTEKG,Glittek Granites,Building materials,BSE,21,3.07,https://zerodha.com/markets/stocks/BSE/GLITTEKG/
TRIVENSHET,Triveni Glass,Building materials,BSE,18,201.77,https://zerodha.com/markets/stocks/BSE/TRIVENSHET/
SOLIDSTON,Solid Stone Co,Building materials,BSE,18,22.23,https://zerodha.com/markets/stocks/BSE/SOLIDSTON/
JAIMATAG,Jai Mata Glass,Building materials,BSE,16,--,https://zerodha.com/markets/stocks/BSE/JAIMATAG/
BURNPUR,Burnpur Cement,Building materials,NSE,11,--,https://zerodha.com/markets/stocks/NSE/BURNPUR/
JAINMARMO,Jain Marmo Inds.,Building materials,BSE,11,--,https://zerodha.com/markets/stocks/BSE/JAINMARMO/
MAYURFL,Mayur Floorings,Building materials,BSE,8,--,https://zerodha.com/markets/stocks/BSE/MAYURFL/
RCCEMEN,RCC Cements,Building materials,BSE,7,--,https://zerodha.com/markets/stocks/BSE/RCCEMEN/
NEELKAN,Neelkanth Rockminera,Building materials,BSE,7,37.92,https://zerodha.com/markets/stocks/BSE/NEELKAN/
AMBITION,Ambition Mica,Building materials,BSE,4,--,https://zerodha.com/markets/stocks/BSE/AMBITION/
PIDILITIND,Pidilite Inds.,Chemicals,NSE,"1,55,893",75.08,https://zerodha.com/markets/stocks/NSE/PIDILITIND/
SOLARINDS,Solar Industries,Chemicals,NSE,"1,49,414",123.54,https://zerodha.com/markets/stocks/NSE/SOLARINDS/
SRF,SRF,Chemicals,BSE,"97,432",77.9,https://zerodha.com/markets/stocks/BSE/SRF/
PIIND,PI Industries,Chemicals,BSE,"62,945",37.91,https://zerodha.com/markets/stocks/BSE/PIIND/
UPL,UPL,Chemicals,NSE,"56,801",63.32,https://zerodha.com/markets/stocks/NSE/UPL/
SUPREMEIND,Supreme Industries,Chemicals,NSE,"53,313",55.48,https://zerodha.com/markets/stocks/NSE/SUPREMEIND/
ASTRAL,Astral,Chemicals,NSE,"40,000",76.36,https://zerodha.com/markets/stocks/NSE/ASTRAL/
GODREJIND,Godrej Industries,Chemicals,NSE,"38,850",39.59,https://zerodha.com/markets/stocks/NSE/GODREJIND/
FLUOROCHEM,Gujarat Fluorochemic,Chemicals,NSE,"37,768",69.17,https://zerodha.com/markets/stocks/NSE/FLUOROCHEM/
BAYERCROP,Bayer CropScience,Chemicals,NSE,"29,115",51.26,https://zerodha.com/markets/stocks/NSE/BAYERCROP/
SUMICHEM,Sumitomo Chemical,Chemicals,NSE,"27,553",54.51,https://zerodha.com/markets/stocks/NSE/SUMICHEM/
DEEPAKNTR,Deepak Nitrite,Chemicals,BSE,"27,011",38.74,https://zerodha.com/markets/stocks/BSE/DEEPAKNTR/
NAVINFLUOR,Navin Fluorine Intl,Chemicals,NSE,"25,021",86.7,https://zerodha.com/markets/stocks/NSE/NAVINFLUOR/
HSCL,Himadri Speciality,Chemicals,NSE,"24,342",43.81,https://zerodha.com/markets/stocks/NSE/HSCL/
TATACHEM,Tata Chemicals,Chemicals,NSE,"23,587",100.37,https://zerodha.com/markets/stocks/NSE/TATACHEM/
ATUL,Atul,Chemicals,NSE,"22,446",46.38,https://zerodha.com/markets/stocks/NSE/ATUL/
BASF,BASF India,Chemicals,NSE,"22,363",46.68,https://zerodha.com/markets/stocks/NSE/BASF/
VINATIORGA,Vinati Organics,Chemicals,NSE,"20,939",51.67,https://zerodha.com/markets/stocks/NSE/VINATIORGA/
AARTIIND,Aarti Inds,Chemicals,BSE,"16,710",50.48,https://zerodha.com/markets/stocks/BSE/AARTIIND/
FINEORG,Fine Organic Inds.,Chemicals,NSE,"15,760",38.39,https://zerodha.com/markets/stocks/NSE/FINEORG/
CLEAN,Clean Science,Chemicals,NSE,"15,400",58.24,https://zerodha.com/markets/stocks/NSE/CLEAN/
PCBL,PCBL Chemical,Chemicals,BSE,"15,261",35.11,https://zerodha.com/markets/stocks/BSE/PCBL/
SPLPETRO,Supreme Petrochem,Chemicals,BSE,"15,192",38.9,https://zerodha.com/markets/stocks/BSE/SPLPETRO/
JUBLINGREA,Jubilant Ingrevia,Chemicals,NSE,"12,976",51.66,https://zerodha.com/markets/stocks/NSE/JUBLINGREA/
FINPIPE,Finolex Inds,Chemicals,BSE,"12,831",16.04,https://zerodha.com/markets/stocks/BSE/FINPIPE/
ANURAS,Anupam Rasayan India,Chemicals,NSE,"12,513",134.04,https://zerodha.com/markets/stocks/NSE/ANURAS/
ALKYLAMINE,Alkyl Amines Chem,Chemicals,BSE,"12,035",64.67,https://zerodha.com/markets/stocks/BSE/ALKYLAMINE/
AETHER,Aether Industries,Chemicals,NSE,"10,374",65.48,https://zerodha.com/markets/stocks/NSE/AETHER/
TIMETECHNO,Time Technoplast,Chemicals,NSE,"9,869",25.44,https://zerodha.com/markets/stocks/NSE/TIMETECHNO/
SUDARSCHEM,Sudarshan Chemicals,Chemicals,NSE,"9,585",81.3,https://zerodha.com/markets/stocks/NSE/SUDARSCHEM/
PRIVISCL,Privi Speciality Che,Chemicals,BSE,"9,308",49.78,https://zerodha.com/markets/stocks/BSE/PRIVISCL/
DRBECK,Elantas Beck India,Chemicals,BSE,"9,126",67.34,https://zerodha.com/markets/stocks/BSE/DRBECK/
MANORAMA,Manorama Industries,Chemicals,BSE,"8,748",78.07,https://zerodha.com/markets/stocks/BSE/MANORAMA/
GRWRHITECH,Garware Hi-Tech,Chemicals,NSE,"8,621",26.03,https://zerodha.com/markets/stocks/NSE/GRWRHITECH/
ACI,Archean Chem Inds,Chemicals,NSE,"8,093",49.91,https://zerodha.com/markets/stocks/NSE/ACI/
EPIGRAL,Epigral,Chemicals,NSE,"7,671",21.45,https://zerodha.com/markets/stocks/NSE/EPIGRAL/
SHARDACROP,Sharda Cropchem,Chemicals,NSE,"7,514",24.69,https://zerodha.com/markets/stocks/NSE/SHARDACROP/
DHANUKA,Dhanuka Agritech,Chemicals,BSE,"7,489",25.22,https://zerodha.com/markets/stocks/BSE/DHANUKA/
EPL,EPL,Chemicals,NSE,"7,415",20.65,https://zerodha.com/markets/stocks/NSE/EPL/
SHAILY,Shaily Engg. Plastic,Chemicals,BSE,"7,336",78.78,https://zerodha.com/markets/stocks/BSE/SHAILY/
CHEMPLASTS,Chemplast Sanmar,Chemicals,NSE,"6,625",--,https://zerodha.com/markets/stocks/NSE/CHEMPLASTS/
RESPONIND,Responsive Inds,Chemicals,NSE,"6,376",32.06,https://zerodha.com/markets/stocks/NSE/RESPONIND/
INDIAGLYCO,India Glycols,Chemicals,NSE,"6,233",26.99,https://zerodha.com/markets/stocks/NSE/INDIAGLYCO/
BALAMINES,Balaji Amines,Chemicals,NSE,"6,162",39.12,https://zerodha.com/markets/stocks/NSE/BALAMINES/
RALLIS,Rallis India,Chemicals,NSE,"6,145",49.11,https://zerodha.com/markets/stocks/NSE/RALLIS/
GHCL,GHCL,Chemicals,NSE,"5,913",9.47,https://zerodha.com/markets/stocks/NSE/GHCL/
CAMLINFINE,Camlin Fine Sciences,Chemicals,BSE,"5,605",--,https://zerodha.com/markets/stocks/BSE/CAMLINFINE/
